IdAgente,IdeCnjUndCnm,CodigoMunicipio,DatInicioInterrupcao,QtdInterProgramada,QtdInterNaoProgramada,Faixa
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,14:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,14:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,178.0,0.0,15:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,178.0,0.0,16:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,178.0,0.0,16:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,178.0,0.0,17:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,179.0,0.0,17:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,179.0,0.0,18:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,179.0,0.0,18:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,19:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,19:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,20:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,2.0,0.0,21:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,2.0,0.0,21:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,22:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,22:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,23:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-01,1.0,0.0,23:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,00:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,01:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,01:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,02:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,60.0,0.0,02:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,60.0,0.0,03:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,60.0,0.0,03:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,04:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,04:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,05:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,05:30:00.0000000
